district,librarian_fte,year,librarians_per_school,students_per_librarian,teachers_per_librarian,teacher_fte
Ocosta School District (WA),0.85,2020-21,0.43,728.0,45.0,37.83
Ocosta School District (WA),0.95,2021-22,0.32,638.0,39.0,36.97
Ocosta School District (WA),0.87,2022-23,0.29,669.0,43.0,37.0
Ocosta School District (WA),0.87,2023-24,0.29,678.0,47.0,40.96
Ocosta School District (WA),1.2,2024-25,0.4,500.0,34.0,40.23
Odessa School District (WA),0.0,2015-16,0.0,,,18.02
Odessa School District (WA),0.0,2016-17,0.0,,,17.9
Odessa School District (WA),0.0,2017-18,0.0,,,18.46
Odessa School District (WA),0.0,2018-19,0.0,,,18.67
Odessa School District (WA),0.0,2019-20,0.0,,,18.91
Odessa School District (WA),0.0,2020-21,0.0,,,18.84
Odessa School District (WA),0.0,2021-22,0.0,,,17.35
Odessa School District (WA),0.0,2022-23,0.0,,,17.0
Odessa School District (WA),0.0,2023-24,,,,16.89
Odessa School District (WA),0.0,2024-25,,,,17.66
Office Of The Governor (Sch For Blind) (WA),0.0,2015-16,0.0,,,0.0
Office Of The Governor (Sch For Blind) (WA),0.0,2016-17,0.0,,,0.0
Office Of The Governor (Sch For Blind) (WA),0.0,2017-18,0.0,,,0.0
Office Of The Governor (Sch For Blind) (WA),0.0,2018-19,0.0,,,0.0
Office Of The Governor (Sch For Blind) (WA),0.0,2019-20,0.0,,,0.0
Office Of The Governor (Sch For Blind) (WA),0.0,2020-21,0.0,,,0.0
Office Of The Governor (Sch For Blind) (WA),0.0,2021-22,0.0,,,0.0
Office Of The Governor (Sch For Blind) (WA),0.0,2022-23,0.0,,,0.0
Office Of The Governor (Sch For Blind) (WA),0.0,2023-24,,,,0.0
Office Of The Governor (Sch For Blind) (WA),0.0,2024-25,0.0,,,0.0
Okanogan School District (WA),1.0,2015-16,0.17,1113.0,56.0,56.13
Okanogan School District (WA),1.0,2016-17,0.17,1133.0,58.0,58.28
Okanogan School District (WA),1.0,2017-18,0.17,1135.0,59.0,59.36
Okanogan School District (WA),1.0,2018-19,0.17,1147.0,58.0,57.64
Okanogan School District (WA),1.0,2019-20,0.17,1158.0,59.0,59.31
Okanogan School District (WA),2.0,2020-21,0.33,554.0,29.0,58.26
Okanogan School District (WA),1.0,2021-22,0.17,1042.0,61.0,60.75
Okanogan School District (WA),1.0,2022-23,0.17,1065.0,63.0,63.0
Okanogan School District (WA),2.0,2023-24,0.33,543.0,32.0,63.69
Okanogan School District (WA),2.0,2024-25,0.33,521.0,31.0,61.59
Olympia School District (WA),15.8,2015-16,0.75,632.0,32.0,503.33
Olympia School District (WA),15.8,2016-17,0.75,645.0,33.0,515.99
Olympia School District (WA),15.8,2017-18,0.75,617.0,34.0,536.58
Olympia School District (WA),12.55,2018-19,0.6,790.0,43.0,540.94
Olympia School District (WA),12.91,2019-20,0.61,779.0,43.0,554.89
Olympia School District (WA),12.71,2020-21,0.61,747.0,43.0,542.18
Olympia School District (WA),11.86,2021-22,0.59,802.0,45.0,532.92
Olympia School District (WA),12.51,2022-23,0.63,770.0,45.0,567.0
Olympia School District (WA),12.62,2023-24,0.63,757.0,42.0,531.14
Olympia School District (WA),12.71,2024-25,0.64,738.0,42.0,527.51
Omak School District (WA),0.0,2015-16,0.0,,,231.1
Omak School District (WA),0.0,2016-17,0.0,,,221.37
Omak School District (WA),0.0,2017-18,0.0,,,223.75
Omak School District (WA),0.0,2018-19,0.0,,,241.23
Omak School District (WA),0.0,2019-20,0.0,,,249.62
Omak School District (WA),0.0,2020-21,0.0,,,291.26
Omak School District (WA),0.0,2021-22,0.0,,,287.28
Omak School District (WA),0.0,2022-23,0.0,,,296.0
Omak School District (WA),0.0,2023-24,,,,254.07
Omak School District (WA),0.0,2024-25,,,,265.93
Onalaska School District (WA),0.0,2015-16,0.0,,,44.09
Onalaska School District (WA),0.0,2016-17,0.0,,,47.0
Onalaska School District (WA),0.0,2017-18,0.0,,,50.06
Onalaska School District (WA),0.0,2018-19,0.0,,,49.13
Onalaska School District (WA),0.0,2019-20,0.0,,,49.93
Onalaska School District (WA),0.0,2020-21,0.0,,,48.28
Onalaska School District (WA),0.0,2021-22,0.0,,,49.08
Onalaska School District (WA),0.0,2022-23,0.0,,,52.0
Onalaska School District (WA),0.0,2023-24,,,,53.01
Onalaska School District (WA),0.0,2024-25,,,,51.03
Onion Creek School District (WA),0.0,2015-16,0.0,,,3.44
Onion Creek School District (WA),0.0,2016-17,0.0,,,3.45
Onion Creek School District (WA),0.0,2017-18,0.0,,,3.06
Onion Creek School District (WA),0.0,2018-19,0.0,,,3.83
Onion Creek School District (WA),0.0,2019-20,0.0,,,4.16
Onion Creek School District (WA),0.0,2020-21,0.0,,,4.01
Onion Creek School District (WA),0.0,2021-22,0.0,,,4.0
Onion Creek School District (WA),0.0,2022-23,0.0,,,4.0
Onion Creek School District (WA),0.0,2023-24,,,,3.99
Onion Creek School District (WA),0.0,2024-25,,,,4.46
Orcas Island School District (WA),0.0,2015-16,0.0,,,44.91
Orcas Island School District (WA),0.0,2016-17,0.0,,,45.18
Orcas Island School District (WA),0.0,2017-18,0.0,,,40.67
Orcas Island School District (WA),0.0,2018-19,0.0,,,44.86
Orcas Island School District (WA),0.0,2019-20,0.0,,,45.5
Orcas Island School District (WA),0.0,2020-21,0.0,,,44.34
Orcas Island School District (WA),0.0,2021-22,0.0,,,41.37
Orcas Island School District (WA),0.0,2022-23,0.0,,,40.0
Orcas Island School District (WA),0.0,2023-24,,,,36.94
Orcas Island School District (WA),0.0,2024-25,,,,44.53
Orchard Prairie School District (WA),0.0,2015-16,0.0,,,6.62
Orchard Prairie School District (WA),0.0,2016-17,0.0,,,6.65
Orchard Prairie School District (WA),0.0,2017-18,0.0,,,6.67
Orchard Prairie School District (WA),0.0,2018-19,0.0,,,7.02
Orchard Prairie School District (WA),0.0,2019-20,0.0,,,7.01
Orchard Prairie School District (WA),0.0,2020-21,0.0,,,7.03
Orchard Prairie School District (WA),0.0,2021-22,0.0,,,6.99
Orchard Prairie School District (WA),0.0,2022-23,0.0,,,7.0
Orchard Prairie School District (WA),0.0,2023-24,,,,7.0
Orchard Prairie School District (WA),0.0,2024-25,,,,6.32
Orient School District (WA),0.0,2015-16,0.0,,,4.5
Orient School District (WA),0.0,2016-17,0.0,,,4.52
Orient School District (WA),0.0,2017-18,0.0,,,4.5
Orient School District (WA),0.0,2018-19,0.0,,,3.49
Orient School District (WA),0.0,2019-20,0.0,,,3.61
Orient School District (WA),0.0,2020-21,0.0,,,0.0
Orient School District (WA),0.0,2021-22,0.0,,,4.0
Orient School District (WA),0.0,2022-23,0.0,,,4.0
Orient School District (WA),0.0,2023-24,,,,4.51
Orient School District (WA),0.0,2024-25,,,,3.49
Orondo School District (WA),0.0,2015-16,0.0,,,10.67
Orondo School District (WA),0.0,2016-17,0.0,,,11.96
Orondo School District (WA),0.0,2017-18,0.0,,,11.38
Orondo School District (WA),0.0,2018-19,0.0,,,11.29
Orondo School District (WA),0.0,2019-20,0.0,,,11.12
Orondo School District (WA),0.0,2020-21,0.0,,,10.48
Orondo School District (WA),0.0,2021-22,0.0,,,10.45
Orondo School District (WA),0.0,2022-23,0.0,,,12.0
Orondo School District (WA),0.0,2023-24,,,,10.48
Orondo School District (WA),0.0,2024-25,,,,9.17
Oroville School District (WA),0.0,2015-16,0.0,,,38.88
Oroville School District (WA),0.0,2016-17,0.0,,,38.32
Oroville School District (WA),0.0,2017-18,0.0,,,38.17
Oroville School District (WA),0.0,2018-19,0.0,,,41.92
Oroville School District (WA),0.0,2019-20,0.0,,,38.56
Oroville School District (WA),0.0,2020-21,0.0,,,38.1
Oroville School District (WA),0.0,2021-22,0.0,,,36.83
Oroville School District (WA),0.0,2022-23,0.0,,,38.0
Oroville School District (WA),0.0,2023-24,,,,39.55
Oroville School District (WA),0.0,2024-25,,,,40.14
Orting School District (WA),3.5,2015-16,0.7,714.0,34.0,118.99
Orting School District (WA),2.9,2016-17,0.58,901.0,41.0,118.89
Orting School District (WA),2.0,2017-18,0.4,1334.0,63.0,125.39
Orting School District (WA),2.0,2018-19,0.4,1374.0,68.0,136.06
Orting School District (WA),1.7,2019-20,0.34,1631.0,81.0,136.99
Orting School District (WA),1.71,2020-21,0.24,1435.0,79.0,135.41
Orting School District (WA),1.0,2021-22,0.14,2658.0,135.0,135.35
Orting School District (WA),1.0,2022-23,0.14,2748.0,144.0,144.0
Orting School District (WA),0.0,2023-24,,,,145.72
Orting School District (WA),0.0,2024-25,,,,150.82
Othello School District (WA),5.7,2015-16,0.81,751.0,36.0,206.02
Othello School District (WA),5.68,2016-17,0.81,773.0,39.0,219.4
Othello School District (WA),5.85,2017-18,0.84,759.0,40.0,234.07
Othello School District (WA),5.83,2018-19,0.73,776.0,41.0,236.42
Othello School District (WA),6.0,2019-20,0.75,801.0,42.0,250.87
Othello School District (WA),6.0,2020-21,0.67,782.0,43.0,255.02
Othello School District (WA),5.88,2021-22,0.65,801.0,40.0,233.73
Othello School District (WA),6.0,2022-23,0.67,792.0,44.0,261.0
Othello School District (WA),6.0,2023-24,0.67,785.0,43.0,259.0
Othello School District (WA),6.0,2024-25,0.67,776.0,41.0,248.7
Palisades School District (WA),0.0,2015-16,0.0,,,3.0
Palisades School District (WA),0.0,2016-17,0.0,,,2.99
Palisades School District (WA),0.0,2017-18,0.0,,,2.99
Palisades School District (WA),0.0,2018-19,0.0,,,2.99
Palisades School District (WA),0.0,2019-20,0.0,,,3.0
Palisades School District (WA),0.0,2020-21,0.0,,,3.01
Palisades School District (WA),0.0,2021-22,0.0,,,3.0
Palisades School District (WA),0.0,2022-23,0.0,,,3.0
Palisades School District (WA),0.0,2023-24,,,,3.0
Palisades School District (WA),0.0,2024-25,,,,2.86
Palouse School District (WA),0.0,2015-16,0.0,,,14.3
Palouse School District (WA),0.0,2016-17,0.0,,,13.49
Palouse School District (WA),0.0,2017-18,0.0,,,15.09
Palouse School District (WA),0.0,2018-19,0.0,,,13.81
Palouse School District (WA),0.0,2019-20,0.0,,,14.09
Palouse School District (WA),0.0,2020-21,0.0,,,14.2
Palouse School District (WA),0.0,2021-22,0.0,,,15.21
Palouse School District (WA),0.0,2022-23,0.0,,,17.0
Palouse School District (WA),0.0,2023-24,,,,17.75
Palouse School District (WA),0.0,2024-25,,,,17.29
Pasco School District (WA),19.17,2015-16,0.83,908.0,51.0,979.57
Pasco School District (WA),19.52,2016-17,0.85,916.0,50.0,974.6
Pasco School District (WA),18.83,2017-18,0.82,970.0,54.0,1025.61
Pasco School District (WA),19.82,2018-19,0.83,935.0,53.0,1055.76
Pasco School District (WA),5.0,2019-20,0.19,3842.0,215.0,1073.36
Pasco School District (WA),22.8,2020-21,0.81,816.0,45.0,1024.26
Pasco School District (WA),6.0,2021-22,0.21,3090.0,168.0,1005.66
Pasco School District (WA),22.71,2022-23,0.78,815.0,46.0,1056.0
Pasco School District (WA),9.25,2023-24,0.32,2037.0,118.0,1086.89
Pasco School District (WA),8.97,2024-25,0.29,2108.0,121.0,1084.77
Pateros School District (WA),0.0,2015-16,0.0,,,20.72
Pateros School District (WA),0.0,2016-17,0.0,,,21.66
Pateros School District (WA),0.0,2017-18,0.0,,,21.03
Pateros School District (WA),0.0,2018-19,0.0,,,22.08
Pateros School District (WA),0.0,2019-20,0.0,,,21.96
Pateros School District (WA),0.0,2020-21,0.0,,,22.62
Pateros School District (WA),0.0,2021-22,0.0,,,22.47
Pateros School District (WA),0.0,2022-23,0.0,,,21.0
Pateros School District (WA),0.0,2023-24,,,,18.65
Pateros School District (WA),0.0,2024-25,,,,17.35
Paterson School District (WA),0.0,2015-16,0.0,,,9.19
Paterson School District (WA),0.0,2016-17,0.0,,,7.43
Paterson School District (WA),0.0,2017-18,0.0,,,9.39
Paterson School District (WA),0.0,2018-19,0.0,,,9.05
Paterson School District (WA),0.0,2019-20,0.0,,,7.79
Paterson School District (WA),0.0,2020-21,0.0,,,9.9
Paterson School District (WA),0.0,2021-22,0.0,,,12.79
Paterson School District (WA),0.0,2022-23,0.0,,,12.0
Paterson School District (WA),0.0,2023-24,,,,12.0
Paterson School District (WA),0.0,2024-25,,,,12.0
Pe Ell School District (WA),0.0,2015-16,0.0,,,20.0
Pe Ell School District (WA),0.0,2016-17,0.0,,,20.0
Pe Ell School District (WA),0.0,2017-18,0.0,,,20.0
Pe Ell School District (WA),0.0,2018-19,0.0,,,20.0
Pe Ell School District (WA),0.0,2019-20,0.0,,,21.2
Pe Ell School District (WA),0.0,2020-21,0.0,,,21.03
Pe Ell School District (WA),0.0,2021-22,0.0,,,19.0
Pe Ell School District (WA),0.0,2022-23,0.0,,,20.0
Pe Ell School District (WA),0.0,2023-24,,,,20.16
Pe Ell School District (WA),0.0,2024-25,,,,16.41
Peninsula School District (WA),2.0,2015-16,0.13,4462.0,224.0,447.09
Peninsula School District (WA),2.0,2016-17,0.13,4518.0,231.0,462.62
Peninsula School District (WA),2.0,2017-18,0.13,4586.0,244.0,487.07
Peninsula School District (WA),2.0,2018-19,0.13,4701.0,254.0,507.39
Peninsula School District (WA),2.0,2019-20,0.13,4773.0,260.0,520.16
Peninsula School District (WA),2.0,2020-21,0.12,4302.0,246.0,491.71
Peninsula School District (WA),2.0,2021-22,0.11,4385.0,248.0,496.19
Peninsula School District (WA),2.0,2022-23,0.11,4485.0,246.0,491.0
Peninsula School District (WA),2.0,2023-24,0.12,4535.0,246.0,491.28
Peninsula School District (WA),2.0,2024-25,0.12,4508.0,240.0,479.0
Pioneer School District (WA),1.0,2015-16,0.5,689.0,42.0,42.45
Pioneer School District (WA),0.0,2016-17,0.0,,,46.45
Pioneer School District (WA),0.0,2017-18,0.0,,,50.06
Pioneer School District (WA),0.0,2018-19,0.0,,,52.06
Pioneer School District (WA),0.0,2019-20,0.0,,,53.57
Pioneer School District (WA),0.0,2020-21,0.0,,,53.0
Pioneer School District (WA),0.0,2021-22,0.0,,,46.06
Pioneer School District (WA),0.0,2022-23,0.0,,,56.0
Pioneer School District (WA),0.0,2023-24,,,,60.01
Pioneer School District (WA),0.0,2024-25,,,,50.99
Pomeroy School District (WA),0.0,2015-16,0.0,,,22.13
Pomeroy School District (WA),0.0,2016-17,0.0,,,21.34
Pomeroy School District (WA),0.0,2017-18,0.0,,,21.53
Pomeroy School District (WA),0.0,2018-19,0.0,,,21.08
Pomeroy School District (WA),0.0,2019-20,0.0,,,22.08
Pomeroy School District (WA),0.0,2020-21,0.0,,,21.38
Pomeroy School District (WA),0.0,2021-22,0.0,,,23.88
Pomeroy School District (WA),0.0,2022-23,0.0,,,24.0
Pomeroy School District (WA),0.0,2023-24,,,,24.48
Pomeroy School District (WA),0.0,2024-25,,,,23.03
Port Angeles School District (WA),0.6,2015-16,0.05,6400.0,375.0,224.96
Port Angeles School District (WA),0.6,2016-17,0.05,6390.0,375.0,224.87
Port Angeles School District (WA),0.5,2017-18,0.05,7626.0,449.0,224.56
Port Angeles School District (WA),0.5,2018-19,0.05,7704.0,445.0,222.66
Port Angeles School District (WA),0.0,2019-20,0.0,,,217.07
Port Angeles School District (WA),0.0,2020-21,0.0,,,204.49
Port Angeles School District (WA),0.0,2021-22,0.0,,,218.38
Port Angeles School District (WA),0.0,2022-23,0.0,,,231.0
Port Angeles School District (WA),0.0,2023-24,,,,210.67
Port Angeles School District (WA),0.0,2024-25,,,,204.0
Port Townsend School District (WA),1.36,2015-16,0.34,866.0,53.0,71.87
Port Townsend School District (WA),0.79,2016-17,0.2,1496.0,89.0,70.61
Port Townsend School District (WA),0.79,2017-18,0.2,1480.0,89.0,70.21
Port Townsend School District (WA),1.6,2018-19,0.4,773.0,46.0,73.63
Port Townsend School District (WA),1.6,2019-20,0.4,773.0,47.0,75.3
Port Townsend School District (WA),1.8,2020-21,0.45,632.0,38.0,68.43
Port Townsend School District (WA),1.8,2021-22,0.45,649.0,39.0,70.39
Port Townsend School District (WA),1.8,2022-23,0.45,670.0,43.0,77.0
Port Townsend School District (WA),2.0,2023-24,0.5,585.0,39.0,78.98
Port Townsend School District (WA),2.0,2024-25,0.5,639.0,35.0,70.6
Prescott School District (WA),0.0,2015-16,0.0,,,25.67
Prescott School District (WA),0.0,2016-17,0.0,,,19.81
Prescott School District (WA),0.0,2017-18,0.0,,,18.32
Prescott School District (WA),0.0,2018-19,0.0,,,16.2
Prescott School District (WA),0.0,2019-20,0.0,,,18.52
Prescott School District (WA),0.0,2020-21,0.0,,,18.42
Prescott School District (WA),0.0,2021-22,0.0,,,21.29
Prescott School District (WA),0.0,2022-23,0.0,,,24.0
Prescott School District (WA),0.0,2023-24,,,,24.01
Prescott School District (WA),0.0,2024-25,,,,19.01
Prosser School District (WA),1.0,2015-16,0.17,2824.0,156.0,155.76
Prosser School District (WA),1.0,2016-17,0.17,2793.0,149.0,148.96
Prosser School District (WA),1.0,2017-18,0.2,2728.0,152.0,151.81
Prosser School District (WA),1.0,2018-19,0.17,2712.0,154.0,153.83
Prosser School District (WA),1.0,2019-20,0.17,2661.0,152.0,151.92
Prosser School District (WA),1.0,2020-21,0.17,2540.0,137.0,137.25
Prosser School District (WA),1.0,2021-22,0.17,2493.0,118.0,118.2
Prosser School District (WA),1.0,2022-23,0.17,2414.0,136.0,136.0
Prosser School District (WA),1.0,2023-24,0.17,2460.0,150.0,150.16
Prosser School District (WA),1.0,2024-25,0.17,2534.0,151.0,150.64
Pullman School District (WA),1.0,2015-16,0.2,2847.0,133.0,132.73
Pullman School District (WA),1.0,2016-17,0.2,2879.0,138.0,137.55
Pullman School District (WA),1.0,2017-18,0.2,2927.0,146.0,145.69
Pullman School District (WA),1.0,2018-19,0.2,2898.0,157.0,156.56
Pullman School District (WA),0.17,2019-20,0.03,16453.0,971.0,165.07
Pullman School District (WA),1.02,2020-21,0.17,2564.0,157.0,160.38
Pullman School District (WA),1.0,2021-22,0.17,2654.0,156.0,156.26
Pullman School District (WA),1.0,2022-23,0.17,2740.0,176.0,176.0
Pullman School District (WA),1.0,2023-24,0.17,2689.0,175.0,174.51
Pullman School District (WA),1.0,2024-25,0.17,2731.0,165.0,164.77
Puyallup School District (WA),23.3,2015-16,0.6,948.0,48.0,1112.08
Puyallup School District (WA),23.66,2016-17,0.61,949.0,47.0,1104.14
Puyallup School District (WA),23.99,2017-18,0.62,952.0,48.0,1145.41
Puyallup School District (WA),23.89,2018-19,0.66,972.0,50.0,1184.8
Puyallup School District (WA),22.04,2019-20,0.6,1069.0,53.0,1176.52
Puyallup School District (WA),18.46,2020-21,0.5,1213.0,65.0,1200.57
Puyallup School District (WA),23.5,2021-22,0.64,959.0,50.0,1163.73
Puyallup School District (WA),22.6,2022-23,0.61,1022.0,54.0,1225.0
Puyallup School District (WA),23.01,2023-24,0.62,995.0,54.0,1252.6
Puyallup School District (WA),13.95,2024-25,0.38,1651.0,88.0,1225.75
Queets-Clearwater School District (WA),0.0,2015-16,0.0,,,3.0
Queets-Clearwater School District (WA),0.0,2016-17,0.0,,,3.03
Queets-Clearwater School District (WA),0.0,2017-18,0.0,,,3.01
Queets-Clearwater School District (WA),0.0,2018-19,0.0,,,3.0
Queets-Clearwater School District (WA),0.0,2019-20,0.0,,,3.01
Queets-Clearwater School District (WA),0.0,2020-21,0.0,,,1.89
Queets-Clearwater School District (WA),0.0,2021-22,0.0,,,2.0
Queets-Clearwater School District (WA),0.0,2022-23,0.0,,,4.0
Queets-Clearwater School District (WA),0.0,2023-24,,,,3.62
Queets-Clearwater School District (WA),0.0,2024-25,,,,3.67
Quilcene School District (WA),0.0,2015-16,0.0,,,24.34
Quilcene School District (WA),0.0,2016-17,0.0,,,25.69
Quilcene School District (WA),0.0,2017-18,0.0,,,26.66
Quilcene School District (WA),0.0,2018-19,0.0,,,28.38
Quilcene School District (WA),0.0,2019-20,0.0,,,28.27
Quilcene School District (WA),0.0,2020-21,0.0,,,27.72
Quilcene School District (WA),0.0,2021-22,0.0,,,27.0
Quilcene School District (WA),0.0,2022-23,0.0,,,29.0
Quilcene School District (WA),0.0,2023-24,,,,26.26
Quilcene School District (WA),0.0,2024-25,,,,27.43
Quillayute Valley School District (WA),1.0,2015-16,0.17,3092.0,139.0,139.4
Quillayute Valley School District (WA),1.0,2016-17,0.17,3083.0,125.0,124.97
Quillayute Valley School District (WA),1.0,2017-18,0.17,2956.0,123.0,123.27
Quillayute Valley School District (WA),1.0,2018-19,0.14,3283.0,158.0,158.14
Quillayute Valley School District (WA),1.0,2019-20,0.14,3378.0,175.0,174.79
Quillayute Valley School District (WA),1.0,2020-21,0.17,3367.0,178.0,177.96
Quillayute Valley School District (WA),1.0,2021-22,0.17,2696.0,200.0,199.53
Quillayute Valley School District (WA),1.0,2022-23,0.17,2473.0,181.0,181.0
Quillayute Valley School District (WA),1.0,2023-24,0.17,3439.0,162.0,162.39
Quillayute Valley School District (WA),0.0,2024-25,,,,164.76
Quincy School District (WA),0.92,2015-16,0.13,3177.0,181.0,166.36
Quincy School District (WA),0.92,2016-17,0.13,3253.0,186.0,171.52
Quincy School District (WA),0.88,2017-18,0.13,3411.0,200.0,176.38
Quincy School District (WA),1.88,2018-19,0.27,1610.0,92.0,173.11
Quincy School District (WA),2.0,2019-20,0.25,1517.0,90.0,180.17
Quincy School District (WA),2.0,2020-21,0.22,1525.0,90.0,180.25
Quincy School District (WA),2.0,2021-22,0.22,1563.0,91.0,181.21
Quincy School District (WA),2.0,2022-23,0.22,1542.0,101.0,201.0
Quincy School District (WA),2.0,2023-24,0.22,1601.0,101.0,201.28
Quincy School District (WA),2.0,2024-25,0.22,1581.0,96.0,192.82
Rainier School District (WA),1.0,2015-16,0.33,804.0,46.0,45.89
Rainier School District (WA),1.0,2016-17,0.33,812.0,46.0,46.43
Rainier School District (WA),1.0,2017-18,0.33,878.0,48.0,48.0
Rainier School District (WA),1.0,2018-19,0.33,899.0,49.0,48.99
Rainier School District (WA),1.0,2019-20,0.33,922.0,51.0,50.62
Rainier School District (WA),1.0,2020-21,0.33,888.0,52.0,52.0
Rainier School District (WA),1.0,2021-22,0.33,918.0,51.0,51.0
Rainier School District (WA),1.0,2022-23,0.33,931.0,57.0,57.0
Rainier School District (WA),1.0,2023-24,0.33,979.0,57.0,57.0
Rainier School District (WA),1.0,2024-25,0.33,1017.0,57.0,56.86
Raymond School District (WA),0.0,2015-16,0.0,,,39.99
Raymond School District (WA),0.0,2016-17,0.0,,,39.99
Raymond School District (WA),0.0,2017-18,0.0,,,38.16
Raymond School District (WA),0.0,2018-19,0.0,,,37.01
Raymond School District (WA),0.0,2019-20,0.0,,,36.0
Raymond School District (WA),0.0,2020-21,0.0,,,36.29
Raymond School District (WA),0.0,2021-22,0.0,,,32.59
Raymond School District (WA),0.0,2022-23,0.0,,,35.0
Raymond School District (WA),0.0,2023-24,,,,37.36
Raymond School District (WA),0.0,2024-25,,,,30.63
Reardan-Edwall School District (WA),1.0,2015-16,0.33,544.0,32.0,32.48
Reardan-Edwall School District (WA),0.0,2016-17,0.0,,,30.73
Reardan-Edwall School District (WA),0.0,2017-18,0.0,,,28.08
Reardan-Edwall School District (WA),0.0,2018-19,0.0,,,32.01
Reardan-Edwall School District (WA),0.0,2019-20,0.0,,,34.58
Reardan-Edwall School District (WA),0.0,2020-21,0.0,,,37.34
Reardan-Edwall School District (WA),0.0,2021-22,0.0,,,42.1
Reardan-Edwall School District (WA),0.0,2022-23,0.0,,,42.0
Reardan-Edwall School District (WA),0.0,2023-24,,,,43.34
Reardan-Edwall School District (WA),0.0,2024-25,,,,46.28
Renton School District (WA),20.5,2015-16,0.71,778.0,40.0,817.48
Renton School District (WA),20.5,2016-17,0.71,773.0,40.0,819.07
Renton School District (WA),21.0,2017-18,0.75,766.0,39.0,821.59
Renton School District (WA),22.0,2018-19,0.76,747.0,39.0,850.16
Renton School District (WA),23.0,2019-20,0.79,704.0,38.0,867.47
Renton School District (WA),23.0,2020-21,0.77,678.0,37.0,842.24
Renton School District (WA),22.99,2021-22,0.77,666.0,35.0,798.7
Renton School District (WA),22.25,2022-23,0.74,684.0,37.0,825.0
Renton School District (WA),22.42,2023-24,0.72,673.0,37.0,834.64
Renton School District (WA),23.5,2024-25,0.76,633.0,34.0,803.58
Republic School District (WA),0.0,2015-16,0.0,,,23.97
Republic School District (WA),0.0,2016-17,0.0,,,24.37
Republic School District (WA),0.0,2017-18,0.0,,,27.03
Republic School District (WA),0.0,2018-19,0.0,,,27.09
Republic School District (WA),0.0,2019-20,0.0,,,20.99
Republic School District (WA),0.0,2020-21,0.0,,,19.75
Republic School District (WA),0.0,2021-22,0.0,,,21.5
Republic School District (WA),0.0,2022-23,0.0,,,24.0
Republic School District (WA),0.0,2023-24,,,,23.74
Republic School District (WA),0.0,2024-25,,,,23.5
Richland School District (WA),15.4,2015-16,0.81,858.0,39.0,604.11
Richland School District (WA),15.52,2016-17,0.82,873.0,42.0,652.6
Richland School District (WA),16.42,2017-18,0.82,840.0,41.0,666.15
Richland School District (WA),6.0,2018-19,0.29,2328.0,118.0,706.27
Richland School District (WA),7.01,2019-20,0.33,2029.0,102.0,713.02
Richland School District (WA),7.0,2020-21,0.33,1942.0,99.0,695.51
Richland School District (WA),7.0,2021-22,0.32,1976.0,96.0,668.86
Richland School District (WA),6.0,2022-23,0.26,2325.0,122.0,731.0
Richland School District (WA),7.99,2023-24,0.35,1790.0,93.0,746.68
Richland School District (WA),8.0,2024-25,0.35,1801.0,91.0,728.78
Ridgefield School District (WA),2.0,2015-16,0.5,1250.0,54.0,107.35
Ridgefield School District (WA),2.0,2016-17,0.5,1403.0,62.0,123.41
Ridgefield School District (WA),3.0,2017-18,0.75,1019.0,52.0,156.58
Ridgefield School District (WA),3.0,2018-19,0.6,1072.0,56.0,168.41
Ridgefield School District (WA),3.0,2019-20,0.5,1166.0,60.0,181.11
Ridgefield School District (WA),3.0,2020-21,0.5,1128.0,61.0,184.47
Ridgefield School District (WA),3.0,2021-22,0.43,1282.0,63.0,187.76
Ridgefield School District (WA),3.0,2022-23,0.43,1329.0,74.0,221.0
Ridgefield School District (WA),3.0,2023-24,0.43,1373.0,76.0,227.51
Ridgefield School District (WA),3.0,2024-25,0.43,1432.0,75.0,225.53
Ritzville School District (WA),0.0,2015-16,0.0,,,23.54
Ritzville School District (WA),0.0,2016-17,0.0,,,23.36
Ritzville School District (WA),0.0,2017-18,0.0,,,24.04
Ritzville School District (WA),0.0,2018-19,0.0,,,24.05
Ritzville School District (WA),0.0,2019-20,0.0,,,23.51
Ritzville School District (WA),0.0,2020-21,0.0,,,23.5
Ritzville School District (WA),0.0,2021-22,0.0,,,23.51
Ritzville School District (WA),0.0,2022-23,0.0,,,25.0
Ritzville School District (WA),0.0,2023-24,,,,25.38
Ritzville School District (WA),0.0,2024-25,,,,24.52
Riverside School District (WA),0.9,2015-16,0.18,1634.0,93.0,83.58
Riverside School District (WA),0.9,2016-17,0.18,1648.0,97.0,87.08
Riverside School District (WA),0.9,2017-18,0.18,1582.0,96.0,86.57
Riverside School District (WA),0.7,2018-19,0.14,2074.0,121.0,84.71
Riverside School District (WA),0.7,2019-20,0.14,2220.0,120.0,84.07
Riverside School District (WA),0.0,2020-21,0.0,,,85.63
Riverside School District (WA),0.0,2021-22,0.0,,,82.75
Riverside School District (WA),0.0,2022-23,0.0,,,90.0
Riverside School District (WA),0.0,2023-24,,,,89.3
Riverside School District (WA),0.0,2024-25,,,,89.3
Riverview School District (WA),5.0,2015-16,0.56,655.0,34.0,168.83
Riverview School District (WA),5.27,2016-17,0.59,639.0,32.0,168.08
Riverview School District (WA),5.44,2017-18,0.6,628.0,31.0,169.88
Riverview School District (WA),5.66,2018-19,0.63,615.0,31.0,177.2
Riverview School District (WA),4.99,2019-20,0.55,682.0,37.0,183.63
